Produktivmandant                                                                              Line Items Extract                                                                             Time 16:46:26     Date  20.12.2024
Gütersloh         Ledger 0L                                                                                                                                                                  RFBPET00/RHUELITL Page           1

	CoCd	DocumentNo				Type		Pstng Date			Period	Year		Doc. Date	Entry Date		User Name		Reference
	BusA	Itm	PK	SG	Tx		PayT		AccTy	Account			D/C	      Amount in LC		Crcy		      Amount in FC		Crcy	D/C	   LC tax amount	Crcy	      Tax Amount	Crcy	Name 1	City	Short Text

	3800	900011369				RV		05.04.2018			     4	2018		05.04.2018	06.04.2018		SAPBTC_APPL		0082536700
		 17	50		A0				S	4001402			H	-2,937.57		MXN		-151.20		USD
		 18	40						S	6601050			S	            29.34		MXN		             1.51		USD
		 19	50						S	3000127			H	-29.34		MXN		-1.51		USD
		 20	50		A0				S	4001402			H	-2,203.18		MXN		-113.40		USD
		 21	40						S	6601050			S	            21.95		MXN		             1.13		USD
		 22	50						S	3000127			H	-21.95		MXN		-1.13		USD
		 23	50		A0				S	4001402			H	-2,545.90		MXN		-131.04		USD
		 24	40						S	6601050			S	            25.45		MXN		             1.31		USD
		 25	50						S	3000127			H	-25.45		MXN		-1.31		USD
		 26	50		A0				S	4001402			H	-811.33		MXN		-41.76		USD
		 27	40						S	6601050			S	             8.16		MXN		             0.42		USD
		 28	50						S	3000127			H	-8.16		MXN		-0.42		USD
		 29	50		A0				S	4001402			H	-1,622.66		MXN		-83.52		USD
		 30	40						S	6601050			S	            16.32		MXN		             0.84		USD
		 31	50						S	3000127			H	-16.32		MXN		-0.84		USD
		 32	50		A0				S	4001402			H	-1,370.87		MXN		-70.56		USD
		 33	40						S	6601050			S	            13.79		MXN		             0.71		USD
		 34	50						S	3000127			H	-13.79		MXN		-0.71		USD
		 35	50		A0				S	4000302			H	-72,526.22		MXN		-3,733.00		USD
		 36	40						S	6601050			S	           725.26		MXN		            37.33		USD
		 37	50						S	3000127			H	-725.26		MXN		-37.33		USD
		 38	50		A0				S	4001402			H	-54,660.64		MXN		-2,813.44		USD
		 39	40						S	6601050			S	           546.52		MXN		            28.13		USD
		 40	50						S	3000127			H	-546.52		MXN		-28.13		USD
		 41	50		A0				S	4000602			H	-142,118.75		MXN		-7,315.00		USD
		 42	40						S	6601050			S	         1,421.19		MXN		            73.15		USD
		 43	50						S	3000127			H	-1,421.19		MXN		-73.15		USD
		 44	50		A0				S	4001402			H	-2,545.90		MXN		-131.04		USD
		 45	40						S	6601050			S	            25.45		MXN		             1.31		USD
		 46	50						S	3000127			H	-25.45		MXN		-1.31		USD
		 47	50		A0				S	4001402			H	-33,292.51		MXN		-1,713.60		USD
		 48	40						S	6601050			S	           333.00		MXN		            17.14		USD
		 49	50						S	3000127			H	-333.00		MXN		-17.14		USD
		 50	50		A0				S	4001402			H	-1,370.87		MXN		-70.56		USD
		 51	40						S	6601050			S	            13.79		MXN		             0.71		USD
		 52	50						S	3000127			H	-13.79		MXN		-0.71		USD
		 53	50		A0				S	4001402			H	-811.33		MXN		-41.76		USD
		 54	40						S	6601050			S	             8.16		MXN		             0.42		USD
		 55	50						S	3000127			H	-8.16		MXN		-0.42		USD

	3800	900024034				RV		09.07.2018			     7	2018		09.07.2018	10.07.2018		SAPBTC_APPL		0082625698
		  1	01		A0		R029		D	29060000			S	       537,559.74		MXN		        27,668.76		USD
		  2	50		A0				S	4000102			H	-65,167.50		MXN		-3,354.24		USD
		  3	40						S	6601050			S	           651.63		MXN		            33.54		USD
		  4	50						S	3000127			H	-651.63		MXN		-33.54		USD
		  5	50		A0				S	4001402			H	-1,468.79		MXN		-75.60		USD
		  6	40						S	6601050			S	            14.77		MXN		             0.76		USD
		  7	50						S	3000127			H	-14.77		MXN		-0.76		USD
		  8	50		A0				S	4000102			H	-31,091.66		MXN		-1,600.32		USD
		  9	40						S	6601050			S	           310.85		MXN		            16.00		USD
		 10	50						S	3000127			H	-310.85		MXN		-16.00		USD
		 11	50		A0				S	4000102			H	-93,274.97		MXN		-4,800.96		USD
		 12	40						S	6601050			S	           932.76		MXN		            48.01		USD
		 13	50						S	3000127			H	-932.76		MXN		-48.01		USD
		 14	50		A0				S	4000602			H	-85,271.25		MXN		-4,389.00		USD
		 15	40						S	6601050			S	           852.71		MXN		            43.89		USD
		 16	50						S	3000127			H	-852.71		MXN		-43.89		USD
		 17	50		A0				S	4000602			H	-85,271.25		MXN		-4,389.00		USD
		 18	40						S	6601050			S	           852.71		MXN		            43.89		USD
		 19	50						S	3000127			H	-852.71		MXN		-43.89		USD
		 20	50		A0				S	4001402			H	-1,468.79		MXN		-75.60		USD
		 21	40						S	6601050			S	            14.77		MXN		             0.76		USD
		 22	50						S	3000127			H	-14.77		MXN		-0.76		USD
		 23	50		A0				S	4001402			H	-1,272.95		MXN		-65.52		USD
		 24	40						S	6601050			S	            12.82		MXN		             0.66		USD
		 25	50						S	3000127			H	-12.82		MXN		-0.66		USD
		 26	50		A0				S	4000302			H	-72,526.22		MXN		-3,733.00		USD
		 27	40						S	6601050			S	           725.26		MXN		            37.33		USD
		 28	50						S	3000127			H	-725.26		MXN		-37.33		USD
		 29	50		A0				S	4001402			H	-33,186.82		MXN		-1,708.16		USD
		 30	40						S	6601050			S	           331.84		MXN		            17.08		USD
		 31	50						S	3000127			H	-331.84		MXN		-17.08		USD
		 32	50		A0				S	4001402			H	-1,272.95		MXN		-65.52		USD
		 33	40						S	6601050			S	            12.82		MXN		             0.66		USD
		 34	50						S	3000127			H	-12.82		MXN		-0.66		USD
		 35	50		A0				S	4001402			H	-65,475.26		MXN		-3,370.08		USD
		 36	40						S	6601050			S	           654.74		MXN		            33.70		USD
		 37	50						S	3000127			H	-654.74		MXN		-33.70		USD
		 38	50		A0				S	4001402			H	-811.33		MXN		-41.76		USD
		 39	40						S	6601050			S	             8.16		MXN		             0.42		USD
		 40	50						S	3000127			H	-8.16		MXN		-0.42		USD

	3800	900024212				RV		10.07.2018			     7	2018		10.07.2018	11.07.2018		SAPBTC_APPL		0082626996
		  1	01		A0		R029		D	29060000			S	       793,660.07		MXN		        41,430.76		USD
		  2	50		A0				S	4000102			H	-141,235.58		MXN		-7,372.80		USD
		  3	40						S	6601050			S	         1,412.39		MXN		            73.73		USD
		  4	50						S	3000127			H	-1,412.39		MXN		-73.73		USD
		  5	50		A0				S	4000102			H	-225,584.59		MXN		-11,776.00		USD
		  6	40						S	6601050			S	         2,255.85		MXN		           117.76		USD
		  7	50						S	3000127			H	-2,255.85		MXN		-117.76		USD
		  8	50		A0				S	4000102			H	-78,272.64		MXN		-4,086.00		USD
		  9	40						S	6601050			S	           782.73		MXN		            40.86		USD
		 10	50						S	3000127			H	-782.73		MXN		-40.86		USD
		 11	50		A0				S	4000102			H	-88,157.29		MXN		-4,602.00		USD
		 12	40						S	6601050			S	           881.57		MXN		            46.02		USD
		 13	50						S	3000127			H	-881.57		MXN		-46.02		USD
		 14	50		A0				S	4000302			H	-156,648.73		MXN		-8,177.40		USD
		 15	40						S	6601050			S	         1,566.41		MXN		            81.77		USD
		 16	50						S	3000127			H	-1,566.41		MXN		-81.77		USD
		 17	50		A0				S	4000302			H	-8,799.64		MXN		-459.36		USD
		 18	40						S	6601050			S	            87.93		MXN		             4.59		USD
		 19	50						S	3000127			H	-87.93		MXN		-4.59		USD
		 20	50		A0				S	4000602			H	-24,481.75		MXN		-1,278.00		USD
		 21	40						S	6601050			S	           244.82		MXN		            12.78		USD
		 22	50						S	3000127			H	-244.82		MXN		-12.78		USD
		 23	50		A0				S	4000602			H	-48,963.50		MXN		-2,556.00		USD
		 24	40						S	6601050			S	           489.64		MXN		            25.56		USD
		 25	50						S	3000127			H	-489.64		MXN		-25.56		USD
		 26	50		A0				S	4000302			H	-12,689.13		MXN		-662.40		USD
		 27	40						S	6601050			S	           126.81		MXN		             6.62		USD
		 28	50						S	3000127			H	-126.81		MXN		-6.62		USD
		 29	50		A0				S	4000302			H	-8,827.22		MXN		-460.80		USD
		 30	40						S	6601050			S	            88.31		MXN		             4.61		USD
		 31	50						S	3000127			H	-88.31		MXN		-4.61		USD

	3800	900024236				RV		11.07.2018			     7	2018		11.07.2018	12.07.2018		SAPBTC_APPL		0082626977
		  1	01		A0		R029		D	29060000			S	       278,174.38		MXN		        14,521.30		USD
		  2	50		A0				S	4000102			H	-64,254.82		MXN		-3,354.24		USD
		  3	40						S	6601050			S	           642.50		MXN		            33.54		USD
		  4	50						S	3000127			H	-642.50		MXN		-33.54		USD
		  5	50		A0				S	4000102			H	-61,312.42		MXN		-3,200.64		USD
		  6	40						S	6601050			S	           613.19		MXN		            32.01		USD
		  7	50						S	3000127			H	-613.19		MXN		-32.01		USD
		  8	50		A0				S	4000102			H	-30,656.21		MXN		-1,600.32		USD
		  9	40						S	6601050			S	           306.50		MXN		            16.00		USD
		 10	50						S	3000127			H	-306.50		MXN		-16.00		USD
		 11	50		A0				S	4000602			H	-28,025.67		MXN		-1,463.00		USD
		 12	40						S	6601050			S	           280.26		MXN		            14.63		USD
		 13	50						S	3000127			H	-280.26		MXN		-14.63		USD
		 14	50		A0				S	4001402			H	-1,351.67		MXN		-70.56		USD
		 15	40						S	6601050			S	            13.60		MXN		             0.71		USD
		 16	50						S	3000127			H	-13.60		MXN		-0.71		USD
		 17	50		A0				S	4000302			H	-35,755.23		MXN		-1,866.50		USD
		 18	40						S	6601050			S	           357.65		MXN		            18.67		USD
		 19	50						S	3000127			H	-357.65		MXN		-18.67		USD
		 20	50		A0				S	4001402			H	-13,473.78		MXN		-703.36		USD
		 21	40						S	6601050			S	           134.67		MXN		             7.03		USD
		 22	50						S	3000127			H	-134.67		MXN		-7.03		USD
		 23	50		A0				S	4000602			H	-28,025.67		MXN		-1,463.00		USD
		 24	40						S	6601050			S	           280.26		MXN		            14.63		USD
		 25	50						S	3000127			H	-280.26		MXN		-14.63		USD
		 26	50		A0				S	4001402			H	-15,318.91		MXN		-799.68		USD
		 27	40						S	6601050			S	           153.25		MXN		             8.00		USD
		 28	50						S	3000127			H	-153.25		MXN		-8.00		USD

	3800	900024252				RV		11.07.2018			     7	2018		11.07.2018	12.07.2018		SAPBTC_APPL		0082628007
		  1	01		A0		R029		D	29060000			S	       896,652.77		MXN		        46,807.20		USD
		  2	50		A0				S	4001402			H	-3,620.55		MXN		-189.00		USD
		  3	40						S	6601050			S	            36.21		MXN		             1.89		USD
		  4	50						S	3000127			H	-36.21		MXN		-1.89		USD
		  5	50		A0				S	4000102			H	-96,382.24		MXN		-5,031.36		USD
		  6	40						S	6601050			S	           963.75		MXN		            50.31		USD
		  7	50						S	3000127			H	-963.75		MXN		-50.31		USD
		  8	50		A0				S	4000102			H	-30,656.21		MXN		-1,600.32		USD
		  9	40						S	6601050			S	           306.50		MXN		            16.00		USD
		 10	50						S	3000127			H	-306.50		MXN		-16.00		USD
		 11	50		A0				S	4000102			H	-275,905.89		MXN		-14,402.88		USD
		 12	40						S	6601050			S	         2,759.08		MXN		           144.03		USD
		 13	50						S	3000127			H	-2,759.08		MXN		-144.03		USD
		 14	50		A0				S	4000602			H	-140,128.33		MXN		-7,315.00		USD
		 15	40						S	6601050			S	         1,401.28		MXN		            73.15		USD
		 16	50						S	3000127			H	-1,401.28		MXN		-73.15		USD
		 17	50		A0				S	4001402			H	-3,620.54		MXN		-189.00		USD
		 18	40						S	6601050			S	            36.21		MXN		             1.89		USD
		 19	50						S	3000127			H	-36.21		MXN		-1.89		USD
		 20	50		A0				S	4001402			H	-3,137.80		MXN		-163.80		USD
		 21	40						S	6601050			S	            31.42		MXN		             1.64		USD
		 22	50						S	3000127			H	-31.42		MXN		-1.64		USD
		 23	50		A0				S	4001402			H	-2,510.24		MXN		-131.04		USD
		 24	40						S	6601050			S	            25.09		MXN		             1.31		USD
		 25	50						S	3000127			H	-25.09		MXN		-1.31		USD
		 26	50		A0				S	4001402			H	-799.97		MXN		-41.76		USD
		 27	40						S	6601050			S	             8.05		MXN		             0.42		USD
		 28	50						S	3000127			H	-8.05		MXN		-0.42		USD
		 29	50		A0				S	4001402			H	-799.97		MXN		-41.76		USD
		 30	40						S	6601050			S	             8.05		MXN		             0.42		USD
		 31	50						S	3000127			H	-8.05		MXN		-0.42		USD
		 32	50		A0				S	4001402			H	-1,351.67		MXN		-70.56		USD
		 33	40						S	6601050			S	            13.60		MXN		             0.71		USD
		 34	50						S	3000127			H	-13.60		MXN		-0.71		USD
		 35	50		A0				S	4001402			H	-1,351.67		MXN		-70.56		USD
		 36	40						S	6601050			S	            13.60		MXN		             0.71		USD
		 37	50						S	3000127			H	-13.60		MXN		-0.71		USD
		 38	50		A0				S	4001402			H	-57,744.75		MXN		-3,014.40		USD
		 39	40						S	6601050			S	           577.37		MXN		            30.14		USD
		 40	50						S	3000127			H	-577.37		MXN		-30.14		USD
		 41	50		A0				S	4000602			H	-140,128.33		MXN		-7,315.00		USD
		 42	40						S	6601050			S	         1,401.28		MXN		            73.15		USD
		 43	50						S	3000127			H	-1,401.28		MXN		-73.15		USD
		 44	50		A0				S	4001402			H	-1,351.67		MXN		-70.56		USD
		 45	40						S	6601050			S	            13.60		MXN		             0.71		USD
		 46	50						S	3000127			H	-13.60		MXN		-0.71		USD
		 47	50		A0				S	4000302			H	-71,510.47		MXN		-3,733.00		USD
		 48	40						S	6601050			S	           715.10		MXN		            37.33		USD
		 49	50						S	3000127			H	-715.10		MXN		-37.33		USD
		 50	50		A0				S	4001402			H	-65,652.47		MXN		-3,427.20		USD
		 51	40						S	6601050			S	           656.49		MXN		            34.27		USD
		 52	50						S	3000127			H	-656.49		MXN		-34.27		USD

	3800	900024256				RV		11.07.2018			     7	2018		11.07.2018	12.07.2018		SAPBTC_APPL		0082628018
		  1	01		A0		R029		D	29060000			S	        64,677.80		MXN		         3,376.32		USD
		  2	50		A0				S	4000102			H	-47,078.52		MXN		-2,457.60		USD
		  3	40						S	6601050			S	           470.86		MXN		            24.58		USD
		  4	50						S	3000127			H	-470.86		MXN		-24.58		USD
		  5	50		A0				S	4000302			H	-8,799.64		MXN		-459.36		USD
		  6	40						S	6601050			S	            87.93		MXN		             4.59		USD
		  7	50						S	3000127			H	-87.93		MXN		-4.59		USD
		  8	50		A0				S	4000302			H	-8,799.64		MXN		-459.36		USD
		  9	40						S	6601050			S	            87.93		MXN		             4.59		USD
		 10	50						S	3000127			H	-87.93		MXN		-4.59		USD

	3800	900024361				RV		12.07.2018			     7	2018		12.07.2018	13.07.2018		SAPBTC_APPL		0082629420
		  1	01		A0		R029		D	29060000			S	       778,723.43		MXN		        41,064.98		USD
		  2	50		A0				S	4001402			H	-2,150.43		MXN		-113.40		USD
		  3	40						S	6601050			S	            21.43		MXN		             1.13		USD
		  4	50						S	3000127			H	-21.43		MXN		-1.13		USD
		  5	50		A0				S	4000102			H	-95,410.69		MXN		-5,031.36		USD
		  6	40						S	6601050			S	           954.04		MXN		            50.31		USD
		  7	50						S	3000127			H	-954.04		MXN		-50.31		USD
		  8	50		A0				S	4000102			H	-31,803.56		MXN		-1,677.12		USD
		  9	40						S	6601050			S	           318.01		MXN		            16.77		USD
		 10	50						S	3000127			H	-318.01		MXN		-16.77		USD
		 11	50		A0				S	4000102			H	-30,347.19		MXN		-1,600.32		USD
		 12	40						S	6601050			S	           303.41		MXN		            16.00		USD
		 13	50						S	3000127			H	-303.41		MXN		-16.00		USD
		 14	50		A0				S	4000102			H	-182,083.13		MXN		-9,601.92		USD
		 15	40						S	6601050			S	         1,820.85		MXN		            96.02		USD
		 16	50						S	3000127			H	-1,820.85		MXN		-96.02		USD
		 17	50		A0				S	4000602			H	-138,715.81		MXN		-7,315.00		USD
		 18	40						S	6601050			S	         1,387.16		MXN		            73.15		USD
		 19	50						S	3000127			H	-1,387.16		MXN		-73.15		USD
		 20	50		A0				S	4001402			H	-2,150.43		MXN		-113.40		USD
		 21	40						S	6601050			S	            21.43		MXN		             1.13		USD
		 22	50						S	3000127			H	-21.43		MXN		-1.13		USD
		 23	50		A0				S	4001402			H	-1,863.70		MXN		-98.28		USD
		 24	40						S	6601050			S	            18.58		MXN		             0.98		USD
		 25	50						S	3000127			H	-18.58		MXN		-0.98		USD
		 26	50		A0				S	4001402			H	-791.90		MXN		-41.76		USD
		 27	40						S	6601050			S	             7.96		MXN		             0.42		USD
		 28	50						S	3000127			H	-7.96		MXN		-0.42		USD
		 29	50		A0				S	4001402			H	-1,583.81		MXN		-83.52		USD
		 30	40						S	6601050			S	            15.93		MXN		             0.84		USD
		 31	50						S	3000127			H	-15.93		MXN		-0.84		USD
		 32	50		A0				S	4000302			H	-35,394.81		MXN		-1,866.50		USD
		 33	40						S	6601050			S	           354.04		MXN		            18.67		USD
		 34	50						S	3000127			H	-354.04		MXN		-18.67		USD
		 35	50		A0				S	4001402			H	-59,574.79		MXN		-3,141.60		USD
		 36	40						S	6601050			S	           595.82		MXN		            31.42		USD
		 37	50						S	3000127			H	-595.82		MXN		-31.42		USD
		 38	50		A0				S	4001402			H	-53,351.83		MXN		-2,813.44		USD
		 39	40						S	6601050			S	           533.43		MXN		            28.13		USD
		 40	50						S	3000127			H	-533.43		MXN		-28.13		USD
		 41	50		A0				S	4000602			H	-138,715.81		MXN		-7,315.00		USD
		 42	40						S	6601050			S	         1,387.16		MXN		            73.15		USD
		 43	50						S	3000127			H	-1,387.16		MXN		-73.15		USD
		 44	50		A0				S	4001402			H	-1,863.70		MXN		-98.28		USD
		 45	40						S	6601050			S	            18.58		MXN		             0.98		USD
		 46	50						S	3000127			H	-18.58		MXN		-0.98		USD
		 47	50		A0				S	4001402			H	-1,338.04		MXN		-70.56		USD
		 48	40						S	6601050			S	            13.46		MXN		             0.71		USD
		 49	50						S	3000127			H	-13.46		MXN		-0.71		USD
		 50	50		A0				S	4001402			H	-791.90		MXN		-41.76		USD
		 51	40						S	6601050			S	             7.96		MXN		             0.42		USD
		 52	50						S	3000127			H	-7.96		MXN		-0.42		USD
		 53	50		A0				S	4001402			H	-791.90		MXN		-41.76		USD
		 54	40						S	6601050			S	             7.96		MXN		             0.42		USD
		 55	50						S	3000127			H	-7.96		MXN		-0.42		USD

	3800	900024502				RV		13.07.2018			     7	2018		13.07.2018	14.07.2018		SAPBTC_APPL		0082630574
		  1	01		A0		R029		D	29060000			S	       761,251.87		MXN		        40,143.64		USD
		  2	50		A0				S	4001402			H	-2,867.24		MXN		-151.20		USD
		  3	40						S	6601050			S	            28.63		MXN		             1.51		USD
		  4	50						S	3000127			H	-28.63		MXN		-1.51		USD
		  5	50		A0				S	4000302			H	-70,789.63		MXN		-3,733.00		USD
		  6	40						S	6601050			S	           707.90		MXN		            37.33		USD
		  7	50						S	3000127			H	-707.90		MXN		-37.33		USD
		  8	50		A0				S	4000102			H	-95,410.69		MXN		-5,031.36		USD
		  9	40						S	6601050			S	           954.04		MXN		            50.31		USD
		 10	50						S	3000127			H	-954.04		MXN		-50.31		USD
		 11	50		A0				S	4000102			H	-30,347.19		MXN		-1,600.32		USD
		 12	40						S	6601050			S	           303.41		MXN		            16.00		USD
		 13	50						S	3000127			H	-303.41		MXN		-16.00		USD
		 14	50		A0				S	4000102			H	-151,735.94		MXN		-8,001.60		USD
		 15	40						S	6601050			S	         1,517.44		MXN		            80.02		USD
		 16	50						S	3000127			H	-1,517.44		MXN		-80.02		USD
		 17	50		A0				S	4001402			H	-50,493.69		MXN		-2,662.72		USD
		 18	40						S	6601050			S	           504.99		MXN		            26.63		USD
		 19	50						S	3000127			H	-504.99		MXN		-26.63		USD
		 20	50		A0				S	4000602			H	-138,715.81		MXN		-7,315.00		USD
		 21	40						S	6601050			S	         1,387.16		MXN		            73.15		USD
		 22	50						S	3000127			H	-1,387.16		MXN		-73.15		USD
		 23	50		A0				S	4000602			H	-138,715.81		MXN		-7,315.00		USD
		 24	40						S	6601050			S	         1,387.16		MXN		            73.15		USD
		 25	50						S	3000127			H	-1,387.16		MXN		-73.15		USD
